crime_id,date,time,crime_type,borough,postcode,latitude,longitude,outcome,status,month,year,day_of_week,quarter,hour,deprivation_index,borough_crime_rate,distance_from_center,is_weekend,is_night,is_peak_crime_season,crime_severity_score,borough_risk_level,covid_period,postcode_area
MET202100899350,2021-04-14,01:02,Vehicle Crime,Lewisham,SE6 7HS,51.439506,-0.012849,Investigation complete - no suspect identified,Unsolved,4,2021,Wednesday,Q2,1,6,92.8,11.746368685558492,0,1,0,0.978,Medium,Recovery,SE6
MET202201684332,2022-04-07,05:20,Vehicle Crime,Islington,N4 7SP,51.538181,-0.154846,Investigation complete - no suspect identified,Unsolved,4,2022,Thursday,Q2,5,6,138.2,7.850949630912155,0,1,0,0.978,High,Post-COVID,N4
MET202404060963,2024-11-03,22:37,Vehicle Crime,Waltham Forest,E17 9LM,51.589908,-0.004199,Investigation complete - no suspect identified,Unsolved,11,2024,Sunday,Q4,22,6,86.7,12.644748012501973,1,1,1,0.978,Medium,Post-COVID,E17
MET202000591913,2020-11-15,15:57,Vehicle Crime,Havering,RM4 4XS,51.592296,0.308314,Under Investigation,Pending,11,2020,Sunday,Q4,15,3,64.7,44.91939768690195,1,0,1,0.978,Low,Initial Impact,RM4
MET202000401596,2020-08-04,02:39,Vehicle Crime,Lewisham,SE23 1GY,51.425048,-0.05907,Evidential difficulties victim supports action,Unsolved,8,2020,Tuesday,Q3,2,6,92.8,10.34034964215838,0,1,0,0.978,Medium,Initial Impact,SE23
MET202202137525,2022-10-17,07:35,Vehicle Crime,Bromley,BR4 3JW,51.394832,-0.003401,Investigation complete - no suspect identified,Unsolved,10,2022,Monday,Q4,7,2,65.4,16.206471448536043,0,0,1,0.978,Low,Post-COVID,BR4
MET202202291007,2022-12-22,00:47,Vehicle Crime,Southwark,SE1 3CR,51.494963,-0.165378,Investigation complete - no suspect identified,Unsolved,12,2022,Thursday,Q4,0,7,130.4,8.764632153217407,0,1,1,0.978,High,Post-COVID,SE1
MET202403926112,2024-09-14,23:18,Vehicle Crime,Southwark,SE16 4ZH,51.494252,-0.07395,Investigation complete - no suspect identified,Unsolved,9,2024,Saturday,Q3,23,7,130.4,2.676155452450632,1,1,0,0.978,High,Post-COVID,SE16
MET202303180415,2023-12-08,02:07,Vehicle Crime,Hammersmith and Fulham,SW6 4GY,51.518471,-0.220097,Investigation complete - no suspect identified,Unsolved,12,2023,Friday,Q4,2,4,125.3,14.607016331614409,0,1,1,0.978,High,Post-COVID,SW6
MET202101097636,2021-07-16,03:13,Vehicle Crime,Westminster,W1 8QZ,51.460755,-0.104913,Investigation complete - no suspect identified,Unsolved,7,2021,Friday,Q3,3,3,349.9,6.117711396925468,0,1,0,0.978,Very High,Recovery,W1
MET202403443178,2024-03-17,23:33,Vehicle Crime,Wandsworth,SW15 9FX,51.498617,-0.160769,Investigation complete - no suspect identified,Unsolved,3,2024,Sunday,Q1,23,3,98.7,8.177093324014828,1,1,0,0.978,Medium,Post-COVID,SW15
MET202101436134,2021-12-21,04:50,Vehicle Crime,Hounslow,TW5 8ER,51.461121,-0.341234,Investigation complete - no suspect identified,Unsolved,12,2021,Tuesday,Q4,4,4,74.9,28.63650098686701,0,1,1,0.978,Low,Recovery,TW5
MET202302383198,2023-01-28,00:05,Vehicle Crime,Bromley,SE20 1GN,51.414596,-0.005613,Investigation complete - no suspect identified,Unsolved,1,2023,Saturday,Q1,0,2,65.4,14.322472667796251,1,1,1,0.978,Low,Post-COVID,SE20
MET202302451146,2023-02-24,10:23,Vehicle Crime,Westminster,SW1 7YJ,51.522229,-0.038257,Under Investigation,Pending,2,2023,Friday,Q1,10,3,349.9,5.673358537382531,0,0,1,0.978,Very High,Post-COVID,SW1
MET202101165250,2021-08-16,06:51,Vehicle Crime,Camden,NW3 6ZY,51.553365,-0.096396,Investigation complete - no suspect identified,Unsolved,8,2021,Monday,Q3,6,4,172.4,4.519729781741738,0,1,0,0.978,High,Recovery,NW3
MET202302782935,2023-07-04,05:55,Vehicle Crime,Lambeth,SW4 8PB,51.440256,-0.11175,Evidential difficulties victim does not support action,Unsolved,7,2023,Tuesday,Q3,5,7,132.6,8.515926392046525,0,1,0,0.978,High,Post-COVID,SW4
MET202101284470,2021-10-11,06:21,Vehicle Crime,Newham,E12 9XL,51.47538,0.04187,Under Investigation,Pending,10,2021,Monday,Q4,6,8,128.9,15.084545228719898,0,1,1,0.978,High,Recovery,E12
MET202403628786,2024-05-25,11:51,Vehicle Crime,Camden,NW3 3MS,51.503429,-0.15939,Investigation complete - no suspect identified,Unsolved,5,2024,Saturday,Q2,11,4,172.4,7.935254017236061,1,0,0,0.978,High,Post-COVID,NW3
MET202302588341,2023-04-19,00:19,Vehicle Crime,Westminster,W2 2RL,51.465832,-0.111813,Investigation complete - no suspect identified,Unsolved,4,2023,Wednesday,Q2,0,3,349.9,5.87520178647091,0,1,0,0.978,Very High,Post-COVID,W2
MET202000454789,2020-09-02,14:09,Vehicle Crime,Southwark,SE15 7MG,51.489708,-0.114293,Charged/Summonsed,Solved,9,2020,Wednesday,Q3,14,7,130.4,3.879352517272852,0,0,0,0.978,High,Initial Impact,SE15
MET202100762352,2021-02-09,01:42,Vehicle Crime,Hillingdon,HA4 2AY,51.53025,-0.49869,Investigation complete - no suspect identified,Unsolved,2,2021,Tuesday,Q1,1,3,70.2,45.55839877259299,0,1,1,0.978,Low,Recovery,HA4
MET202100704235,2021-01-13,02:06,Vehicle Crime,Ealing,W5 1DV,51.486383,-0.271562,Evidential difficulties victim supports action,Unsolved,1,2021,Wednesday,Q1,2,4,88.2,20.529002644120187,0,1,1,0.978,Medium,Recovery,W5
MET202202055066,2022-09-12,01:14,Vehicle Crime,City of London,EC3 6KW,51.522081,-0.113876,Investigation complete - no suspect identified,Unsolved,9,2022,Monday,Q3,1,2,1176.0,2.966496414927483,0,1,0,0.978,Very High,Post-COVID,EC3
MET202303107485,2023-11-09,16:01,Vehicle Crime,Camden,NW3 7QY,51.516313,-0.166967,Evidential difficulties victim does not support action,Unsolved,11,2023,Thursday,Q4,16,4,172.4,8.70474445867413,0,0,1,0.978,High,Post-COVID,NW3
MET202302967133,2023-09-15,22:19,Vehicle Crime,Enfield,N11 1GB,51.690367,-0.085933,Investigation complete - no suspect identified,Unsolved,9,2023,Friday,Q3,22,5,76.4,19.64556760190346,0,1,0,0.978,Low,Post-COVID,N11
MET202202294841,2022-12-23,11:45,Vehicle Crime,Harrow,HA8 9SQ,51.545273,-0.341909,Investigation complete - no suspect identified,Unsolved,12,2022,Friday,Q4,11,3,66.8,28.339005993379757,0,0,1,0.978,Low,Post-COVID,HA8
MET202201488319,2022-01-13,02:40,Vehicle Crime,Bexley,DA14 8TK,51.460506,0.174283,Investigation complete - no suspect identified,Unsolved,1,2022,Thursday,Q1,2,3,63.9,29.76482063381061,0,1,1,0.978,Low,Post-COVID,DA14
MET202302513440,2023-03-20,10:20,Vehicle Crime,Westminster,SW1 7PX,51.464601,-0.160583,Investigation complete - no suspect identified,Unsolved,3,2023,Monday,Q1,10,3,349.9,9.653104447559056,0,0,0,0.978,Very High,Post-COVID,SW1
MET202100822501,2021-03-09,22:45,Vehicle Crime,Havering,RM5 5UQ,51.57379,0.24042,Investigation complete - no suspect identified,Unsolved,3,2021,Tuesday,Q1,22,3,64.7,37.13130225446594,0,1,0,0.978,Low,Recovery,RM5
MET202000465780,2020-09-08,05:36,Vehicle Crime,Southwark,SE16 6ZA,51.541927,-0.155213,Investigation complete - no suspect identified,Unsolved,9,2020,Tuesday,Q3,5,7,130.4,8.043542449497036,0,1,0,0.978,High,Initial Impact,SE16
MET202403436710,2024-03-14,12:22,Vehicle Crime,Merton,SW19 3QA,51.41865,-0.240181,Evidential difficulties victim supports action,Unsolved,3,2024,Thursday,Q1,12,3,73.1,19.84211921528484,0,0,0,0.978,Low,Post-COVID,SW19
MET202201572717,2022-02-18,02:53,Vehicle Crime,Brent,HA9 2BY,51.569699,-0.321839,Evidential difficulties victim supports action,Unsolved,2,2022,Friday,Q1,2,5,90.5,26.633063567670277,0,1,1,0.978,Medium,Post-COVID,HA9
MET202201705991,2022-04-16,03:59,Vehicle Crime,Waltham Forest,E11 3AF,51.565406,0.026099,Evidential difficulties victim supports action,Unsolved,4,2022,Saturday,Q2,3,6,86.7,13.979164181469663,1,1,0,0.978,Medium,Post-COVID,E11
MET202101368781,2021-11-19,00:45,Vehicle Crime,Islington,N1 4MV,51.5354,-0.096618,Evidential difficulties victim supports action,Unsolved,11,2021,Friday,Q4,0,6,138.2,2.599126861083741,0,1,1,0.978,High,Recovery,N1
MET202302553476,2023-04-05,22:12,Vehicle Crime,Southwark,SE16 5DJ,51.509317,-0.095724,Under Investigation,Pending,4,2023,Wednesday,Q2,22,7,130.4,0.9114327880126027,0,1,0,0.978,High,Post-COVID,SE16
MET202000299817,2020-06-11,04:43,Vehicle Crime,Tower Hamlets,E14 7PF,51.503219,-0.083021,Investigation complete - no suspect identified,Unsolved,6,2020,Thursday,Q2,4,9,135.8,1.2886426046972608,0,1,0,0.978,High,Initial Impact,E14
MET202100984910,2021-05-24,02:38,Vehicle Crime,Wandsworth,SW18 8ED,51.444888,-0.141052,Investigation complete - no suspect identified,Unsolved,5,2021,Monday,Q2,2,3,98.7,9.57763835952294,0,1,0,0.978,Medium,Recovery,SW18
MET202101393235,2021-12-01,23:21,Vehicle Crime,Bexley,DA7 8NM,51.442002,0.195582,Investigation complete - no suspect identified,Unsolved,12,2021,Wednesday,Q4,23,3,63.9,32.524531144176066,0,1,1,0.978,Low,Recovery,DA7
MET202403861829,2024-08-20,03:27,Vehicle Crime,Lambeth,SE24 6BT,51.473967,-0.177524,Evidential difficulties victim supports action,Unsolved,8,2024,Tuesday,Q3,3,7,132.6,10.797532782263756,0,1,0,0.978,High,Post-COVID,SE24
MET202101353313,2021-11-12,22:20,Vehicle Crime,Camden,NW1 8DQ,51.483671,-0.150799,Evidential difficulties victim supports action,Unsolved,11,2021,Friday,Q4,22,4,172.4,7.652183369893794,0,1,1,0.978,High,Recovery,NW1
MET202000373894,2020-07-20,05:39,Vehicle Crime,Harrow,HA2 4UR,51.565505,-0.345751,Evidential difficulties victim supports action,Unsolved,7,2020,Monday,Q3,5,3,66.8,29.12382112951787,0,1,0,0.978,Low,Initial Impact,HA2
MET202100866974,2021-03-30,23:50,Vehicle Crime,Barking and Dagenham,RM10 6YD,51.543362,0.142615,Evidential difficulties victim supports action,Unsolved,3,2021,Tuesday,Q1,23,8,82.3,25.879453653038208,0,1,0,0.978,Medium,Recovery,RM10
MET202000363634,2020-07-15,05:36,Vehicle Crime,Redbridge,IG5 9RG,51.53437,0.10551,Investigation complete - no suspect identified,Unsolved,7,2020,Wednesday,Q3,5,4,71.6,21.67157615387037,0,1,0,0.978,Low,Initial Impact,IG5
MET202000637022,2020-12-10,10:56,Vehicle Crime,Kingston upon Thames,KT4 7FY,51.408955,-0.288682,Investigation complete - no suspect identified,Unsolved,12,2020,Thursday,Q4,10,1,62.1,25.052964281146945,0,0,1,0.978,Low,Initial Impact,KT4
MET202000414772,2020-08-12,02:38,Vehicle Crime,Wandsworth,SW12 7UN,51.455852,-0.128461,Evidential difficulties victim supports action,Unsolved,8,2020,Wednesday,Q3,2,3,98.7,7.770532484432506,0,1,0,0.978,Medium,Initial Impact,SW12
MET202403804741,2024-07-30,05:00,Vehicle Crime,Westminster,SW1 3AW,51.453309,-0.155019,Caution (simple or conditional),Solved,7,2024,Tuesday,Q3,5,3,349.9,9.94203884046335,0,1,0,0.978,Very High,Post-COVID,SW1
MET202101331885,2021-11-02,14:26,Vehicle Crime,Westminster,W2 4DU,51.522914,-0.155497,Under Investigation,Pending,11,2021,Tuesday,Q4,14,3,349.9,7.500286349360647,0,0,1,0.978,Very High,Recovery,W2
MET202201617548,2022-03-09,20:03,Vehicle Crime,Hounslow,TW3 5SC,51.473268,-0.340659,Investigation complete - no suspect identified,Unsolved,3,2022,Wednesday,Q1,20,4,74.9,28.33095707148816,0,0,0,0.978,Low,Post-COVID,TW3
MET202302611178,2023-04-28,22:29,Vehicle Crime,Bexley,DA15 4BN,51.426442,0.18219,Investigation complete - no suspect identified,Unsolved,4,2023,Friday,Q2,22,3,63.9,31.569484585630068,0,1,0,0.978,Low,Post-COVID,DA15
MET202100831645,2021-03-13,23:43,Vehicle Crime,Southwark,SE17 3AK,51.433171,-0.143532,Investigation complete - no suspect identified,Unsolved,3,2021,Saturday,Q1,23,7,130.4,10.79284061115777,1,1,0,0.978,High,Recovery,SE17
MET202404018482,2024-10-18,14:24,Vehicle Crime,Barnet,NW7 7UE,51.621033,-0.181644,Investigation complete - no suspect identified,Unsolved,10,2024,Friday,Q4,14,2,68.5,15.792475458541157,0,0,1,0.978,Low,Post-COVID,NW7
MET202302939517,2023-09-04,01:34,Vehicle Crime,Lambeth,SE24 4XW,51.451161,-0.149091,Under Investigation,Pending,9,2023,Monday,Q3,1,7,132.6,9.633913878732733,0,1,0,0.978,High,Post-COVID,SE24
MET202403305719,2024-01-25,06:49,Vehicle Crime,Westminster,SW1 2KX,51.449876,-0.145968,Evidential difficulties victim supports action,Unsolved,1,2024,Thursday,Q1,6,3,349.9,9.50096847200276,0,1,1,0.978,Very High,Post-COVID,SW1
MET202302890896,2023-08-16,06:44,Vehicle Crime,Richmond upon Thames,SW15 1NZ,51.42559,-0.312633,Investigation complete - no suspect identified,Unsolved,8,2023,Wednesday,Q3,6,1,60.7,26.709603471966098,0,1,0,0.978,Low,Post-COVID,SW15
MET202000437850,2020-08-24,14:02,Vehicle Crime,Camden,NW5 5LZ,51.528421,-0.109602,Investigation complete - no suspect identified,Unsolved,8,2020,Monday,Q3,14,4,172.4,2.8661103741563463,0,0,0,0.978,High,Initial Impact,NW5
MET202000661537,2020-12-23,04:41,Vehicle Crime,Lewisham,SE14 7HG,51.475314,-0.038446,Investigation complete - no suspect identified,Unsolved,12,2020,Wednesday,Q4,4,6,92.8,6.990327659484342,0,1,1,0.978,Medium,Initial Impact,SE14
MET202101125848,2021-07-29,00:46,Vehicle Crime,Kensington and Chelsea,SW10 5KL,51.459415,-0.148485,Under Investigation,Pending,7,2021,Thursday,Q3,0,2,145.7,8.949514617980485,0,1,0,0.978,High,Recovery,SW10
MET202000251667,2020-05-16,14:47,Vehicle Crime,Hounslow,TW4 9TW,51.491414,-0.403894,Investigation complete - no suspect identified,Unsolved,5,2020,Saturday,Q2,14,4,74.9,35.08261909089558,1,0,0,0.978,Low,Initial Impact,TW4
MET202403660539,2024-06-06,20:55,Vehicle Crime,Wandsworth,SW17 2SM,51.463515,-0.151435,Investigation complete - no suspect identified,Unsolved,6,2024,Thursday,Q2,20,3,98.7,8.905459128784168,0,0,0,0.978,Medium,Post-COVID,SW17
MET202403921810,2024-09-12,13:16,Vehicle Crime,Sutton,SM1 4VZ,51.355812,-0.133235,Investigation complete - no suspect identified,Unsolved,9,2024,Thursday,Q3,13,2,62.9,18.180383972816337,0,0,0,0.978,Low,Post-COVID,SM1
MET202100765923,2021-02-11,02:14,Vehicle Crime,Haringey,N4 9VX,51.601941,-0.072429,Investigation complete - no suspect identified,Unsolved,2,2021,Thursday,Q1,2,7,85.9,9.990622765821984,0,1,1,0.978,Medium,Recovery,N4
MET202201689183,2022-04-09,01:18,Vehicle Crime,Redbridge,IG4 3EK,51.559972,0.04256,Under Investigation,Pending,4,2022,Saturday,Q2,1,4,71.6,15.449308731320938,1,1,0,0.978,Low,Post-COVID,IG4
MET202403369948,2024-02-18,01:23,Vehicle Crime,Redbridge,IG6 8ME,51.618735,0.082362,Evidential difficulties victim supports action,Unsolved,2,2024,Sunday,Q1,1,4,71.6,22.289581538237965,1,1,1,0.978,Low,Post-COVID,IG6
MET202403761996,2024-07-14,01:26,Vehicle Crime,Hammersmith and Fulham,W6 5SL,51.494783,-0.153356,Investigation complete - no suspect identified,Unsolved,7,2024,Sunday,Q3,1,4,125.3,7.47907112843731,1,1,0,0.978,High,Post-COVID,W6
MET202000450498,2020-08-31,22:28,Vehicle Crime,Kingston upon Thames,KT1 6NS,51.419505,-0.239617,Investigation complete - no suspect identified,Unsolved,8,2020,Monday,Q3,22,1,62.1,19.73878557241517,0,1,0,0.978,Low,Initial Impact,KT1
MET202403580863,2024-05-07,01:03,Vehicle Crime,Lambeth,SW4 9YK,51.444186,-0.145597,Investigation complete - no suspect identified,Unsolved,5,2024,Tuesday,Q2,1,7,132.6,9.952458206563689,0,1,0,0.978,High,Post-COVID,SW4
MET202100921618,2021-04-24,06:43,Vehicle Crime,Merton,CR4 5YZ,51.356666,-0.201302,Evidential difficulties victim supports action,Unsolved,4,2021,Saturday,Q2,6,3,73.1,21.42825821262103,1,1,0,0.978,Low,Recovery,CR4
MET202000496165,2020-09-25,03:14,Vehicle Crime,Tower Hamlets,E1 7XL,51.548246,-0.019447,Investigation complete - no suspect identified,Unsolved,9,2020,Friday,Q3,3,9,135.8,8.595429706601436,0,1,0,0.978,High,Initial Impact,E1
MET202000157806,2020-03-26,22:21,Vehicle Crime,Hounslow,TW4 5SL,51.497764,-0.319637,Investigation complete - no suspect identified,Unsolved,3,2020,Thursday,Q1,22,4,74.9,25.70377027824255,0,1,0,0.978,Low,Initial Impact,TW4
MET202101382442,2021-11-26,01:29,Vehicle Crime,Barnet,N11 3BS,51.63168,-0.221895,Evidential difficulties victim supports action,Unsolved,11,2021,Friday,Q4,1,2,68.5,19.780970950674835,0,1,1,0.978,Low,Recovery,N11
MET202000128468,2020-03-10,21:19,Vehicle Crime,Greenwich,SE7 1SJ,51.51911,-0.032223,Under Investigation,Pending,3,2020,Tuesday,Q1,21,5,95.4,6.289862016889487,0,0,0,0.978,Medium,Initial Impact,SE7
MET202302970977,2023-09-17,17:48,Vehicle Crime,Enfield,N13 7VY,51.652928,-0.070026,Evidential difficulties victim supports action,Unsolved,9,2023,Sunday,Q3,17,5,76.4,15.624233298932763,1,0,0,0.978,Low,Post-COVID,N13
MET202403246416,2024-01-03,23:58,Vehicle Crime,Lambeth,SW4 9BR,51.532492,-0.149598,Investigation complete - no suspect identified,Unsolved,1,2024,Wednesday,Q1,23,7,132.6,7.094680699385159,0,1,1,0.978,High,Post-COVID,SW4
MET202000299695,2020-06-10,05:16,Vehicle Crime,Newham,E15 5MG,51.483038,0.084027,Investigation complete - no suspect identified,Unsolved,6,2020,Wednesday,Q2,5,8,128.9,19.455717059608222,0,1,0,0.978,High,Initial Impact,E15
MET202000500724,2020-09-27,04:59,Vehicle Crime,Redbridge,IG3 6BY,51.545998,0.031611,Charged/Summonsed,Solved,9,2020,Sunday,Q3,4,4,71.6,13.8253225399672,1,1,0,0.978,Low,Initial Impact,IG3
MET202101016565,2021-06-08,22:41,Vehicle Crime,Havering,RM1 7VJ,51.591947,0.205892,Penalty Notice for Disorder,Solved,6,2021,Tuesday,Q2,22,3,64.7,33.83136681561408,0,1,0,0.978,Low,Recovery,RM1
MET202303064109,2023-10-23,03:53,Vehicle Crime,Lambeth,SE11 7BQ,51.469859,-0.129195,Evidential difficulties victim supports action,Unsolved,10,2023,Monday,Q4,3,7,132.6,6.607785068434311,0,1,1,0.978,High,Post-COVID,SE11
MET202100734547,2021-01-27,07:29,Vehicle Crime,City of London,EC1 9MF,51.543445,-0.13366,Investigation complete - no suspect identified,Unsolved,1,2021,Wednesday,Q1,7,2,1176.0,6.011555073824567,0,0,1,0.978,Very High,Recovery,EC1
MET202403250239,2024-01-04,14:04,Vehicle Crime,Haringey,N4 1KS,51.585814,-0.1341,Evidential difficulties victim supports action,Unsolved,1,2024,Thursday,Q1,14,7,85.9,9.492958166773914,0,0,1,0.978,Medium,Post-COVID,N4
MET202201963217,2022-08-04,04:12,Vehicle Crime,Lambeth,SE24 3FF,51.4736,-0.100132,Investigation complete - no suspect identified,Unsolved,8,2022,Thursday,Q3,4,7,132.6,4.599509752430538,0,1,0,0.978,High,Post-COVID,SE24
MET202100936167,2021-05-01,06:05,Vehicle Crime,Hillingdon,UB8 7UP,51.570181,-0.460625,Investigation complete - no suspect identified,Unsolved,5,2021,Saturday,Q2,6,3,70.2,41.772985961529095,1,1,0,0.978,Low,Recovery,UB8
MET202201597056,2022-02-28,23:55,Vehicle Crime,Southwark,SE22 5ZP,51.453318,-0.153582,Investigation complete - no suspect identified,Unsolved,2,2022,Monday,Q1,23,7,130.4,9.823661198270196,0,1,1,0.978,High,Post-COVID,SE22
MET202403666801,2024-06-08,23:51,Vehicle Crime,Brent,HA9 9MH,51.542849,-0.324174,Investigation complete - no suspect identified,Unsolved,6,2024,Saturday,Q2,23,5,90.5,26.352239985658084,1,1,0,0.978,Medium,Post-COVID,HA9
MET202100824527,2021-03-10,04:32,Vehicle Crime,Hammersmith and Fulham,W12 2UG,51.46121,-0.240116,Investigation complete - no suspect identified,Unsolved,3,2021,Wednesday,Q1,4,4,125.3,17.788038097560694,0,1,0,0.978,High,Recovery,W12
MET202202033411,2022-09-03,02:46,Vehicle Crime,Hackney,E5 3PR,51.56047,-0.055576,Under Investigation,Pending,9,2022,Saturday,Q3,2,8,140.1,6.382422276361996,1,1,0,0.978,High,Post-COVID,E5
MET202302467824,2023-03-02,01:26,Vehicle Crime,Islington,N7 5PT,51.577537,-0.128269,Investigation complete - no suspect identified,Unsolved,3,2023,Thursday,Q1,1,6,138.2,8.37088992460979,0,1,0,0.978,High,Post-COVID,N7
MET202403977149,2024-10-03,03:54,Vehicle Crime,Enfield,N9 3XL,51.641713,-0.101323,Under Investigation,Pending,10,2024,Thursday,Q4,3,5,76.4,14.312588399729654,0,1,1,0.978,Low,Post-COVID,N9
MET202000211974,2020-04-24,00:23,Vehicle Crime,Islington,N7 9XP,51.538359,-0.097283,Investigation complete - no suspect identified,Unsolved,4,2020,Friday,Q2,0,6,138.2,2.933312659873067,0,1,0,0.978,High,Initial Impact,N7
MET202100732552,2021-01-26,08:43,Vehicle Crime,Newham,E13 4UM,51.506644,0.034634,Investigation complete - no suspect identified,Unsolved,1,2021,Tuesday,Q1,8,8,128.9,13.69951472497224,0,0,1,0.978,High,Recovery,E13
MET202403856252,2024-08-18,02:49,Vehicle Crime,Westminster,W1 9GT,51.49028,-0.180873,Investigation complete - no suspect identified,Unsolved,8,2024,Sunday,Q3,2,3,349.9,10.55891893548806,1,1,0,0.978,Very High,Post-COVID,W1
MET202403572269,2024-05-04,02:17,Vehicle Crime,Wandsworth,SW19 4ZW,51.449684,-0.169358,Evidential difficulties victim does not support action,Unsolved,5,2024,Saturday,Q2,2,3,98.7,11.41821732380406,1,1,0,0.978,Medium,Post-COVID,SW19
MET202100766527,2021-02-11,00:16,Vehicle Crime,Richmond upon Thames,TW9 6FR,51.465738,-0.312111,Evidential difficulties victim supports action,Unsolved,2,2021,Thursday,Q1,0,1,60.7,25.36752758725532,0,1,1,0.978,Low,Recovery,TW9
MET202302896269,2023-08-18,01:01,Vehicle Crime,Hammersmith and Fulham,SW6 8GL,51.495625,-0.197531,Under Investigation,Pending,8,2023,Friday,Q3,1,4,125.3,12.251259316042011,0,1,0,0.978,High,Post-COVID,SW6
MET202303236182,2023-12-30,23:16,Vehicle Crime,Wandsworth,SW19 8EP,51.494886,-0.159971,Investigation complete - no suspect identified,Unsolved,12,2023,Saturday,Q4,23,3,98.7,8.184387499359696,1,1,1,0.978,Medium,Post-COVID,SW19
MET202303163173,2023-12-01,06:39,Vehicle Crime,Kensington and Chelsea,SW3 3UW,51.484554,-0.228382,Evidential difficulties victim supports action,Unsolved,12,2023,Friday,Q4,6,2,145.7,15.842736939558016,0,1,1,0.978,High,Post-COVID,SW3
MET202404052866,2024-10-31,23:00,Vehicle Crime,Tower Hamlets,E14 7XN,51.493009,-0.014152,Investigation complete - no suspect identified,Unsolved,10,2024,Thursday,Q4,23,9,135.8,8.568091067722333,0,1,1,0.978,High,Post-COVID,E14
MET202202080840,2022-09-23,00:46,Vehicle Crime,Islington,N5 8TN,51.550617,-0.101372,Investigation complete - no suspect identified,Unsolved,9,2022,Friday,Q3,0,6,138.2,4.367577178303543,0,1,0,0.978,High,Post-COVID,N5
MET202101059454,2021-06-28,03:40,Vehicle Crime,Lambeth,SE11 5AS,51.422939,-0.14786,Evidential difficulties victim supports action,Unsolved,6,2021,Monday,Q2,3,7,132.6,12.003889254355682,0,1,0,0.978,High,Recovery,SE11
MET202403513487,2024-04-12,14:35,Vehicle Crime,Croydon,CR0 8XE,51.349135,-0.041226,Evidential difficulties victim does not support action,Unsolved,4,2024,Friday,Q2,14,5,79.8,18.97654847569553,0,0,0,0.978,Low,Post-COVID,CR0
MET202000243629,2020-05-11,16:33,Vehicle Crime,Bexley,DA15 6AW,51.466479,0.175614,Evidential difficulties victim does not support action,Unsolved,5,2020,Monday,Q2,16,3,63.9,29.78662157469145,0,0,0,0.978,Low,Initial Impact,DA15
MET202100726232,2021-01-23,00:27,Vehicle Crime,Wandsworth,SW12 9YL,51.416959,-0.164526,Investigation complete - no suspect identified,Unsolved,1,2021,Saturday,Q1,0,3,98.7,13.624373481896107,1,1,1,0.978,Medium,Recovery,SW12
MET202302510340,2023-03-19,23:22,Vehicle Crime,Westminster,SW1 4PD,51.530649,-0.163882,Investigation complete - no suspect identified,Unsolved,3,2023,Sunday,Q1,23,3,349.9,8.572842330028289,1,1,0,0.978,Very High,Post-COVID,SW1
MET202403240515,2024-01-01,01:37,Vehicle Crime,Bromley,BR6 2ZE,51.44207,0.020962,Investigation complete - no suspect identified,Unsolved,1,2024,Monday,Q1,1,2,65.4,14.511653143829518,0,1,1,0.978,Low,Post-COVID,BR6
MET202000304494,2020-06-13,02:30,Vehicle Crime,Camden,NW5 5FU,51.550408,-0.141018,Investigation complete - no suspect identified,Unsolved,6,2020,Saturday,Q2,2,4,172.4,7.122394197666129,1,1,0,0.978,High,Initial Impact,NW5
MET202403299250,2024-01-23,05:23,Vehicle Crime,Lewisham,SE13 2PD,51.437462,-0.058697,Investigation complete - no suspect identified,Unsolved,1,2024,Tuesday,Q1,5,6,92.8,9.059102492312048,0,1,1,0.978,Medium,Post-COVID,SE13
MET202302478851,2023-03-06,21:43,Vehicle Crime,Richmond upon Thames,SW13 6GL,51.461145,-0.295636,Evidential difficulties victim supports action,Unsolved,3,2023,Monday,Q1,21,1,60.7,23.70168169655974,0,0,0,0.978,Low,Post-COVID,SW13
MET202101061472,2021-06-29,11:06,Vehicle Crime,Kensington and Chelsea,SW7 2BA,51.483125,-0.250817,Investigation complete - no suspect identified,Unsolved,6,2021,Tuesday,Q2,11,2,145.7,18.316994767897683,0,0,0,0.978,High,Recovery,SW7
MET202000324552,2020-06-24,04:38,Vehicle Crime,Westminster,W2 5GF,51.477767,-0.127229,Evidential difficulties victim does not support action,Unsolved,6,2020,Wednesday,Q2,4,3,349.9,5.83348070845593,0,1,0,0.978,Very High,Initial Impact,W2
MET202302594002,2023-04-21,04:05,Vehicle Crime,Newham,E15 7QR,51.52661,-0.036529,Evidential difficulties victim supports action,Unsolved,4,2023,Friday,Q2,4,8,128.9,5.962976554562434,0,1,0,0.978,High,Post-COVID,E15
MET202101446278,2021-12-25,05:51,Vehicle Crime,Waltham Forest,E11 3RE,51.555057,-0.05887,Investigation complete - no suspect identified,Unsolved,12,2021,Saturday,Q4,5,6,86.7,5.680748093537482,1,1,1,0.978,Medium,Recovery,E11
MET202202043671,2022-09-07,05:50,Vehicle Crime,Southwark,SE16 5SC,51.546796,-0.147799,Investigation complete - no suspect identified,Unsolved,9,2022,Wednesday,Q3,5,7,130.4,7.544583052220961,0,1,0,0.978,High,Post-COVID,SE16
MET202403488177,2024-04-02,03:16,Vehicle Crime,Lewisham,SE23 9DA,51.42472,0.021413,Investigation complete - no suspect identified,Unsolved,4,2024,Tuesday,Q2,3,6,92.8,15.68481554410639,0,1,0,0.978,Medium,Post-COVID,SE23
