token_id,contract_address,owner_wallet_address,make,model,year,vin,registration_number,category,current_value,original_value,postcode,area,area_risk_level,mint_date,mint_transaction_hash,last_transfer_date,last_transfer_hash,metadata_ipfs_hash,blockchain,token_standard,insurance_risk_score,monthly_premium_estimate,coverage_recommended,ownership_verified,vin_verified,dvla_verified,mileage,fuel_type,transmission,color,doors,total_transfers,policy_count,claims_count,last_valuation_date,created_at,updated_at
1520,0xfac8f46f5e541eeb149c3027899e097ad9746077,0xa8f6576068d2d0c3b2d2275364ed963e5652c105,Jaguar,XK,2023,SAJ239061030881,EF23 HJU,luxury,21160,25000,SW11 4AI,Wandsworth,low,2023-02-06,0xc1bd7f5a5d09a392b4bd55d267cdcd11909248105be9c1662b6a163d9bb8b394,2023-08-10,0xc5a114f0cd50a47ef89d8ad104decbf1d22711a232c6e68f4771cff68b2ec2c6,Qm5bb7Fwo21deFLtdA4X9EsX5EE3KMzDVERwnhPUKVyyjo,BlockDAG,ERC-721,76.916,4,standard,True,False,True,31472,Petrol,Manual,Black,3,3,1,0,2024-04-14,2023-02-06,2023-08-10
1521,0x01083da2758b3162975b555a702a1fb65c62cabb,0xe6e14f51cbbcb3750b4aa92b609b575fcd76dcf5,Ford,Fiesta,2017,WBA178482683792,AB17 VHG,standard,3079,6000,TW9 4NG,Richmond,low,2024-12-04,0xa7b02290677c6378f91bb1a00923fbe1ec674ef22692192877328455002799d9,2024-02-09,0x4765ecdfa73f541362b219f4502938348666f5153f1aa6f3b0e9cb516ada46c2,QmEYkVXZygekK7sMGXKWC99dmiyjJ1FD1PSj46xguQAhBX,BlockDAG,ERC-721,39.3079,0,standard,True,True,True,79372,Petrol,Manual,Grey,4,2,0,1,2023-05-30,2024-12-04,2024-02-09
1522,0xbada04e2e87ff703ecc2bf69abe186e0c6787a15,0x0f2b162dc496e84a9b33399aab4ae710d1c77c3c,Volkswagen,Golf,2010,WBA107026812070,AB10 USM,standard,3435,12000,W1 5DW,Mayfair,high,2022-07-18,0xa77a60e59016658d64cf497d4c6387d7f517b8d2bdf9de9033a281c4f4ddb29a,2024-08-22,0x6e0543aa0d7b273cb6261693b25ceac30389989214d7b3a80daec4660bdf6bdd,Qmh8eZrkQuG7PtcrsoeoknUtYdunr3GbijktYx4q3HEuCG,BlockDAG,ERC-721,52.8435,0,standard,True,True,True,84495,Hybrid,Automatic,Black,2,2,0,0,2024-09-05,2022-07-18,2024-08-22
1523,0x6c5b90ce8f98b5d0891a1ed7e1fd2c21d50d4082,0x8a98f4121ece42baa12073b423dfcd63453fa576,Ferrari,F8,2009,ZFF097627950997,BC09 NVH,supercar,57946,220000,TW9 3UB,Richmond,low,2022-04-15,0x3be82c14415de4944afc03a5dd37767681bb3e28e626a72a4858008278a7b76f,2024-03-27,0xdf627ea2593be4fabdff324cd3d6f7e713794e5914a3513d7eb038fe6d597793,QmB55jEaYhNxGJK3mvCJdT5VTmPXPwsuZZPimuxvxj5dhK,BlockDAG,ERC-721,87.5,11,comprehensive,True,True,False,19887,Hybrid,Automatic,White,2,2,1,0,2024-01-17,2022-04-15,2024-03-27
1524,0xfac8f46f66f76640f4a413e87feb16598cef2706,0x83c83f9dfab769bb9a60fc9ca7dafb5dbacefe75,Jaguar,E-Type,2016,SAJ164414944090,EF16 JRV,luxury,28329,60000,W1 7OI,Mayfair,high,2020-12-20,0x74c0c3c331f05da5b9419f5a968d52bffe3aecd1b2feeea3704bbe1186ba5a27,2024-09-23,0xed546655511586f3e85125617b65894b1aeeb7d1352b35faec35534392295e1d,QmrcgDdWsATGXiEbV98kXW434LpKFd7wAywHsvrjBSoQWD,BlockDAG,ERC-721,86.93289999999999,10,standard,True,False,True,141695,Hybrid,Automatic,Black,2,1,0,0,2023-06-24,2020-12-20,2024-09-23
1525,0x01083da2c7e25507159f8b77df9165eea8555aef,0xc7e7f7f0a19ce97e9b9ef9a2c708245d61d035bd,Ford,Fiesta,2009,WBA091263769476,CD09 VHH,standard,1580,6000,SW1 2ZS,Westminster,very_high,2022-11-09,0xf551f5a9f513aecb3faf2a8088ad0d3fe8a90b377dc19f8114dee4a2fa34ef7b,2024-06-10,0x341a6fcaa71d0c1f0d590628b0f3622119a1e1581628bc3d68d92a1cbd156ffa,QmS1TQ7eJMmdf66TsRmSmyhp99iomB9NwMKmJbAjnG5Hyc,BlockDAG,ERC-721,58.158,0,standard,True,False,True,113032,Diesel,Automatic,Silver,2,1,1,0,2024-08-07,2022-11-09,2024-06-10
1526,0xbcb48ddd2b859676c309c3848dd53733568cc060,0x7043ccb9ec49b045c07e9db8e120767ec3d13301,BMW,X5,2011,WBA115248035063,CD11 COT,premium,9335,30000,TW9 1FF,Richmond,low,2021-11-10,0x01ad6dc2b20545bcc0ddfbe8d9d773009a7305e68cb9829b1db6e9c7f9820db6,2024-06-15,0x7009c780d5847aa60dd7ef9347b1d7a3fdb3bcd5caf8e444cc984a10d3b26504,QmwTRwAMT51ktNjqrGoZJwqAkWkB1D4mHZHdtebnsLigry,BlockDAG,ERC-721,57.9335,1,standard,True,True,True,42938,Electric,Manual,Red,4,4,2,1,2023-10-17,2021-11-10,2024-06-15
1527,0xbcb48ddd7e6d0d62776a57a03e713e0b36418729,0x17c6f94045f26e72ada52b04262703ac7d5d16c1,BMW,i8,2019,WBA191901036285,AB19 AKP,premium,48508,80000,SW3 1UD,Chelsea,high,2021-02-23,0x3237fc5e530a2e3c0a847a33a467e812ebc57b91cdf40b7c75d3e278a3071943,2023-03-14,0x4019b07d19553d297bc752f700799dd8a52e6217d819d74b695a691e878be2d6,QmF9ikZ3j9G75mdbiKdPV4wqeUvo8nJ6YjJaCS2Y5XMtEq,BlockDAG,ERC-721,67.5,13,comprehensive,True,True,False,27070,Diesel,Manual,Red,2,1,1,0,2024-04-17,2021-02-23,2023-03-14
1528,0x53092a17a18e7f961f8bb8a42a04efe730a98941,0xb1cc88d65c90cee4b5a0597d4d33e973b3590cac,Toyota,Corolla,2023,WBA231601940075,BC23 YDD,standard,8464,10000,CR0 3VU,Croydon,medium,2023-03-03,0x188b4786a5f0da3ca7266fa3e1f54b759de3921e44b45b8a81219ebab5f6045e,2023-11-19,0xfc0de0a817ea3aac2bb946280717768edbde192cdbb91266054b8a4eedcd5eb2,QmC4LJ5T8ij4JFU3CpgFpbPpM1G9mrfJaNa6Y9tcWBT5FJ,BlockDAG,ERC-721,41.8464,1,standard,False,False,False,118514,Petrol,Manual,Red,4,1,1,1,2024-04-18,2023-03-03,2023-11-19
1529,0xbada04e273213cc9b8b6203e49a667441992e0b7,0x0461395cbd4bc4d7f872ed5224b1598bc349604a,Volkswagen,Polo,2015,WBA152227408715,DE15 CYB,standard,3475,8000,N1 9KQ,Islington,medium,2021-10-28,0x809b6457d94d7277f1b41302e5b8a284b50ac2f1a352e3512ebbc1c826805887,2023-02-04,0x7d6c7dbb18f520b766abda612bb9e9fe16150e0b218aa77b9a95e7f5b52ad094,QmyptGZLVvXecgLyaE9exw62Q9RD9DtAxYLVfZHrKdatNf,BlockDAG,ERC-721,45.3475,0,standard,True,True,True,100842,Petrol,Manual,White,3,4,2,1,2024-06-05,2021-10-28,2023-02-04
1530,0x01083da253e3a00757b01ccce2bf4da0234e35ab,0xfd478e0d2ed5b54513c53699c0fcf558ba39ddcc,Ford,Mustang,2000,WBA004148222517,ABD KMZ,standard,3109,25000,CR0 3AE,Croydon,medium,2020-08-11,0xad309bf1da998043336394e3e5af99f8ef38d075874fe570f0d4b6463a517591,2024-03-31,0x1651845ce9a59cc049877f8bdca8be534dbecb021692bb2e35018a0d7ce9f5cf,QmidNBpzHchZH7kvoDeyyASkxqDmUURPpyhN3yXeav4Kc7,BlockDAG,ERC-721,52.8109,0,standard,False,True,False,38846,Hybrid,Manual,White,4,3,2,0,2023-08-02,2020-08-11,2024-03-31
1531,0xa9cebc934f140d861579a634188c7c75d2348f6f,0xba20f0dc1d712cff048dd93fd1f62bc40d1c9f3f,Porsche,Panamera,2023,WP0231906797355,CD23 VDP,sports,50784,60000,SE1 2SZ,Southwark,medium,2023-05-20,0x95f0c92ee8fab554981d1ef1c361fb3ec7de9767ace3292cd63fc6f5ce8bc080,2023-03-10,0x213f735895aeb02ef53179659dbefcd6f23b34c329e23f595994a5168cf1b661,QmLEMz8WhrMEN5fMK2LGLbkHiATwaxSaV4BS5zBeWeTiBd,BlockDAG,ERC-721,70.5,11,comprehensive,True,True,True,6784,Diesel,Manual,Grey,2,4,0,0,2024-09-14,2023-05-20,2023-03-10
1532,0x01083da2a5ea5f8381ee49398225e13f4b0484cc,0xb41ce1be8009c83b2b805ae7de439000f127cc47,Ford,Mustang,2011,WBA111976343803,EF11 QCK,standard,7779,25000,CR0 9VR,Croydon,medium,2022-12-28,0xe9e4d1e9880f00f098829976ca1135d1519f6744ee1c7c69f4b1e6657d723e5a,2024-10-04,0xc46180267a70a424c472664786846cb76d8be15520168739b300e6fc262627a3,Qm2pFB2MfmBMoesM7v2YVaStjt7z7tmMvgiyyyMSUnbPGW,BlockDAG,ERC-721,47.7779,1,standard,True,False,True,68022,Electric,Manual,Red,2,5,2,0,2023-04-30,2022-12-28,2024-10-04
1533,0xbcb48ddd77b2ff311bfeb5de7c765d2abb573afb,0x5cbdedf302419ada90921abd99126925704ffa32,BMW,i8,2004,WBA048526457743,EF04 OZA,premium,13887,80000,SE1 9TD,Southwark,medium,2023-11-10,0xe0549f26e5fda2be17b494912974eecb48502faeb345e244bed05a201cfe0ab4,2023-05-07,0x188438ea14e69f809574d5ffde6a3983a41721d92257cadfccc96919e31ad809,QmGbZaWcWYAcYs7DLqXBtNpCgw6ThyZYcfHbAfzVkNLxoK,BlockDAG,ERC-721,66.8887,3,standard,True,True,True,133956,Petrol,Automatic,White,5,4,0,1,2024-05-06,2023-11-10,2023-05-07
1534,0xc57be7f58c27c37deeb973914f7120e849bb75f9,0xe472c6b4ea66e961a501aabe59aec522f6ab5447,Mercedes,S-Class,2015,WDD156232299214,AB15 YVI,luxury,19547,45000,SW1 1RS,Westminster,very_high,2024-10-05,0x4577f1be898af10dd73cab26bec7802e658df26fb34e998c32c54ee4339e8385,2024-02-17,0x87988c49315a530b4fcd4cc4387a02569486c01831161fc99540940584b7e593,QmxVwmfyQsSXKMfcqmjaJxvs95zLu3bPTs5SJRVzBboBwQ,BlockDAG,ERC-721,90.9547,8,standard,True,True,False,118539,Hybrid,Automatic,Black,4,4,0,1,2024-04-18,2024-10-05,2024-02-17
1535,0x53092a1788e4a3ba47ed9a08a52112ccca84cb52,0x6c4cc382a1423eb162d7c78cacaa50e26905770e,Toyota,Prius,2014,WBA140401493904,BC14 PPB,standard,4795,12000,SW1 6FW,Westminster,very_high,2023-11-08,0x8eee12bd58f1d14afdf55a73a1d7ed784aa300faf20629373012f3a068c507c2,2023-11-10,0x7d0845e20e2ff20990cf5eb064bed209e083c2e4c6438f5971d0163588c8b0ff,Qmj3eE1NgeiC8GLpNBenfcFnfZaGd6WCcZuCjXsJMd7THD,BlockDAG,ERC-721,55.9795,1,standard,True,False,True,90879,Electric,Automatic,Blue,2,4,1,0,2023-07-29,2023-11-08,2023-11-10
1536,0x53092a17b3e3356e83a1375e9f8f77c47c5dbcfc,0x1742ba0522c742d91fd08ca989a542db67b787ec,Toyota,Prius,2020,WBA200013428739,EF20 LSY,standard,7908,12000,EN1 7EC,Enfield,medium,2024-05-27,0xb546f9d67b116e1e1e7f06e5264fdd51891e26e909f17c6382bb3118213c9a88,2023-02-23,0x3c555bfbdbe13a8f8608d0db1f27667ba0307c627f8ce0593d1308c6f09c3b8c,Qmy9AaReeZNU3f72eyWevntQM1FRj5jkKjAoM1cRtknQpU,BlockDAG,ERC-721,43.2908,1,standard,True,True,True,125836,Electric,Automatic,Red,2,4,0,0,2023-10-05,2024-05-27,2023-02-23
1537,0x793514407991f4354fc789771d65c499cfd6fa85,0xd9c25e7c9f1b2c17faaa23a7dbb46bd2e41db807,Lamborghini,Gallardo,2003,WBA035588103617,DE03 VOD,supercar,23956,150000,SW11 6WL,Wandsworth,low,2022-09-27,0x11436c57a15ccc086fb87f35af390f2dd9659dbca3b8035a047743dbdb48b0f8,2023-04-25,0xc39492d87584847edfdf4465b3bc7e59fc29eeeba7f5830a41e021722f39c468,QmFKBHZevyWL6jw1auD4puV4RRCKnWbKK39tX5jrxsoVu8,BlockDAG,ERC-721,88.3956,5,standard,True,True,True,13712,Electric,Automatic,Red,3,1,0,0,2023-06-02,2022-09-27,2023-04-25
1538,0xfac8f46fefc3e6678f3dc62631fc11c45e744061,0xe977bc08fbe86cfc8f2071a8536c7bb8f3773b25,Jaguar,F-Type,2020,SAJ200053631048,EF20 HNG,luxury,19772,30000,SW11 3OF,Wandsworth,low,2022-07-08,0x93400b2eaaed10f414b92db2372aa786a96f9c2c2d2a413de1a80ca9bf6e705e,2024-05-18,0xc8d0b970f95cb11e8bdc80c93f37bfd311c7af2032eb923563d4442a1cf17187,QmgFLyKQ6Cn9Cat9R16Fkv6XjWJFn5eSQqct1BsmgzP416,BlockDAG,ERC-721,76.4772,4,standard,True,True,True,122474,Electric,Manual,White,2,3,1,1,2024-07-26,2022-07-08,2024-05-18
1539,0xa9cebc930a2cecebbf44d71cee6d7fd7d3be0b7a,0xdab52541424fde35a646e46fd539378da2e3a85c,Porsche,Cayenne,2014,WP0143836849481,EF14 ZYS,sports,21980,55000,CR0 5OI,Croydon,medium,2021-05-19,0xa98aed3ac893b6adcb508fccd54604582d4754a6e932a9597fc6154a0adc42d4,2023-05-13,0xd9f3ebf3aa505be13acb0bf7348ff1ae3f213bb462df27d9fd966cfb39518d89,QmuKK2dN7CoRAyCAbTRC9hJAEFMqkgzwh85rxEo12yMnaD,BlockDAG,ERC-721,72.698,5,standard,True,False,True,107895,Electric,Manual,Blue,5,3,1,1,2023-02-01,2021-05-19,2023-05-13
1540,0xfac8f46fad2ce4171bc4d57226c643c7c4755f26,0x4f023198f04cca0bcc89e64debf7f3a4da7574ae,Jaguar,F-Type,2014,SAJ143600969614,AB14 JVZ,luxury,11989,30000,TW9 8AP,Richmond,low,2022-06-24,0xa46a51b6fa64036a698c1a3979786656e581459835394db991a8059277d9501f,2023-06-04,0xd7ff0088d29deda1c97a4ea4e2f6787fc01c9631940f4d60e3e9b21817d87c7e,QmXjLtFmmCswkAF72n6EYzRfWLgosvNWKbqQ4XLYuUvX1r,BlockDAG,ERC-721,75.0989,2,standard,True,True,True,38233,Diesel,Manual,Silver,2,4,1,0,2023-01-04,2022-06-24,2023-06-04
1541,0xa9cebc9343153baf87ea84e003e39fdb086d4908,0xcfe9c46c2104c2affcd2184c965b3cd65aa0cb98,Porsche,Cayman,2017,WP0171583532094,EF17 PBN,sports,17962,35000,SW11 2ZB,Wandsworth,low,2023-04-13,0xd2e6578c77170146af0ce75a030dc2d5527f7e50db557293ffe526f55744d281,2024-02-19,0xe35ca26f24646caa00dad4ddcbf1ed44ae6b6173724cd931ae57b4191fccf80a,Qm9n43VMXdeUvTSuX51rVVZNKEDHGS7L8XKkCJ54ZkDfyp,BlockDAG,ERC-721,65.7962,3,standard,True,False,True,137596,Petrol,Manual,Red,2,2,2,1,2023-10-19,2023-04-13,2024-02-19
1542,0xbada04e23f709dd9304c6333f651c929643c7df0,0xd60689395b8746d2ee782f25466bfa8c951d4395,Volkswagen,Polo,2003,WBA031365060132,BC03 PLT,standard,1277,8000,SW11 4AG,Wandsworth,low,2023-08-30,0x3e1cdf80669abf5d8d0774b8443dcd114570eb89681e826a6bab8384b9db0567,2023-08-10,0x190967699668113def1acd362b836f334762f2a1c1e3c9562427b315cbd582b5,Qm6UmhAcY7LPcvgV5VvyDxAhfFuurYS88qPctZtrDijGUb,BlockDAG,ERC-721,46.1277,0,standard,False,False,True,102003,Hybrid,Manual,Black,5,4,2,0,2023-08-05,2023-08-30,2023-08-10
1543,0x6c5b90cea617b970b6d7c337f7969e7c03050147,0x7dfe56b2605d205a354f937e9cef172ff04dd79a,Ferrari,F40,2011,ZFF116126233742,EF11 YFE,supercar,62238,200000,SE1 4GK,Southwark,medium,2022-03-17,0x2a899012be878daf05ce82fd105ef252a9614eb5891d5b28002590ebc8affd83,2023-09-28,0x43dffffd5630d60b311beffa2f8e4d6dd61619747b339b99c8184ddf6a39dc44,QmMMNtYskyUp8D6Q9Z3XVSLGhaJ8KGjt5JkdZGv6njamzz,BlockDAG,ERC-721,91.5,18,comprehensive,True,True,True,51959,Petrol,Automatic,Red,2,1,1,1,2024-05-07,2022-03-17,2023-09-28
1544,0xbada04e29425d231c64a055277e3e3edd237523f,0x44ba68bdef5c244e25e915486b5df5d5fff0c161,Volkswagen,Passat,2009,WBA095404028004,AB09 GYK,standard,3950,15000,EN1 3AT,Enfield,medium,2022-07-05,0xa784d5103a43c9396c3e0f0152a8873e36986768181ba3ebfcc5019f59237984,2023-04-24,0xf60425813410273f324927cd87f429fa6a9de7abd9bb9cd803057d2abbb6ed6f,QmRE69yHGqS2nkc9nppSfAmra4rGUu9RGMaanuaeCHjEox,BlockDAG,ERC-721,48.395,0,standard,False,False,False,95516,Petrol,Automatic,Blue,4,5,1,0,2023-08-27,2022-07-05,2023-04-24
1545,0x01083da2ec61acfc4bb0c826208a2b924df99ce8,0x4eda6858663ad8955babdb2d329b07ef24192d2e,Ford,Mustang,2010,WBA101558715380,DE10 LFV,standard,7157,25000,SW11 1II,Wandsworth,low,2023-07-14,0x0339647f06de48c444f03c82318d7744fad24bf4599c0ae9694947af8d409f37,2024-03-06,0xfd6395b8253a13a21c2b8b5ab06feb098699d392959a5ebcfa1728a5a5281912,QmksSDZVcAVz746KDuUdKaAhr924vfM7hZz6uBTZFKATh9,BlockDAG,ERC-721,43.2157,0,standard,False,True,False,128529,Diesel,Automatic,White,5,5,1,1,2023-03-10,2023-07-14,2024-03-06
1546,0xa9cebc93986b55225907a675cb1d762cfd03b856,0x92d6780642aa2d859311cd8abf8b01576bde0169,Porsche,Cayman,2020,WP0205168531830,CD20 FSD,sports,23067,35000,SW1 1VO,Westminster,very_high,2022-01-31,0x4b0d078d62740e8df8ef5db6b91ff3fba2c2188073e51e2a940398488b30f5ff,2024-03-10,0x86f3a79ab604812eff0fb993dda2bfe79312acbcedfdd350a73747735117767c,QmRcH1BJfMY1QrPzuo9LaQSnfbavLuDYzDu3USqNfckvTe,BlockDAG,ERC-721,79.8067,8,standard,True,True,True,85582,Electric,Automatic,Grey,5,2,2,0,2023-11-08,2022-01-31,2024-03-10
1547,0xbcb48ddd37b333899c30ce7915f656e0a03e26fe,0xf84d15778ed6660080decd10ccb2e6fdb22c2a22,BMW,M3,2009,WBA094339854673,EF09 TJA,premium,6584,25000,SW3 5DA,Chelsea,high,2022-08-17,0xc54134dcefd878e0d1b6e963a6ef6d0b1635156e2d6ef65dd70dd5c568f88152,2024-10-30,0xbece0da4ceda1667db36246c629005c2ff3bbe31a4358cf8ca719e75a035a63a,QmHZgympQW1CBKRE295QCJ1TtxcbDQGeqoV2CcSMZQGcqA,BlockDAG,ERC-721,68.6584,1,standard,False,False,False,50061,Hybrid,Manual,Silver,4,2,2,0,2024-09-07,2022-08-17,2024-10-30
1548,0xbcb48ddd45f805e99ffa1d08758974969f24856f,0xbbf58d5f188f27ba9d545391c053db9f00556c0c,BMW,M3,2005,WBA055961190747,EF05 YCF,premium,4717,25000,N1 6YC,Islington,medium,2024-05-26,0x0fd96b621fd3ae776400bbf1584079f69f0c3281781ee0c594d5391cc5a1e6dc,2023-03-25,0xa589fdb8d3277e5c8493f5b8e3c8fc10e5fa5ce954e186f78c7ce78e310d367b,QmUcmrtbN1Y5G2Z7VLgYo7jzvMR9MkeYG3XFPP2AqxcrvM,BlockDAG,ERC-721,65.4717,1,standard,True,True,True,124478,Petrol,Automatic,Black,2,1,1,0,2023-12-24,2024-05-26,2023-03-25
1549,0x6c5b90ce715aa9a4514765713a9f0e447d0bdd56,0xfca63c72ac0a1f93fdde7cf649f9c21c69b8a33f,Ferrari,F40,2001,ZFF017972377085,BC01 FWZ,supercar,27035,200000,SE1 2BE,Southwark,medium,2022-02-03,0x80cf2b139fe1f05aa2e5eb21aa9cc3de49a20c5ad06de8f9136dc84b9f7d14a8,2024-09-05,0xfdd575acfbaa9a4ae42f25fc5a7410ae5588fdb356470941853aff6d5ab1cb11,QmcRxGhCHaFSsQ1GfFFFScXd4UGykEcMBgyM9YYjecmUBv,BlockDAG,ERC-721,94.7035,8,standard,True,True,False,28776,Diesel,Manual,Grey,4,2,2,1,2024-09-21,2022-02-03,2024-09-05
1550,0xbcb48dddddb83b1e3aa6d2edd8f431a0f508d43c,0xb53ae082af6a87428ce3d60db2502e69188d11dd,BMW,X5,2015,WBA150634543958,EF15 YWH,premium,13031,30000,EN1 9EW,Enfield,medium,2023-10-04,0x78784a4dee1076ef691f57d51d14faf03b57d270382056ac393ea5b266648400,2023-09-06,0xbed22b92185c509126c77a71400d955f4525abccb762401e3727b28b2fba5711,Qmw2Cq2QnzzqZb3oxXZ9DWD8kC2GErxyKCDNh968tv43TV,BlockDAG,ERC-721,61.3031,2,standard,False,True,True,59801,Hybrid,Automatic,Grey,4,5,0,0,2024-02-24,2023-10-04,2023-09-06
1551,0xfac8f46fdbe7a7280348a23b3bca578e0a0de722,0x63cec1e039bae48174fa7c9710b0c16518af805a,Jaguar,E-Type,2006,SAJ065948162533,BC06 TGA,luxury,12306,60000,N1 3AP,Islington,medium,2023-10-15,0x0963e9b59a555fe11612ab505d3b1cb76385647e5f0779645848f79bbb4dc923,2023-02-02,0xc8c7b0467141d9251287815d96a2dd5d8c824eb7b4e3229d0b13b05f2712e130,QmwqovMxDkMaxcLW8tCkfFhSK4cy1F7ZCZ3UcrXFLULxuA,BlockDAG,ERC-721,79.33059999999999,3,standard,True,True,False,132332,Diesel,Manual,Grey,2,3,1,0,2024-07-14,2023-10-15,2023-02-02
1552,0x793514405d5ed5501982f073c9bab43920260c3a,0xa6188ea6097650dd68c7f28ecd475c6b495386a1,Lamborghini,Huracan,2000,WBA006585975789,EFA WEW,supercar,22385,180000,TW9 3DM,Richmond,low,2022-04-10,0xa4bbb5238d68790a6c85d98b7a8f23cd4253f21444a7ffa861c7f14680d95b61,2023-04-11,0x37b5891c431913f0f72dea26d650d3952f98e2a8a4ad3ed3149febb0403b421f,QmZpjW89YnZyVMFNm6E8WMXYqgoqaroSt1z5YKFJxXLXs3,BlockDAG,ERC-721,89.7385,4,standard,True,True,False,123875,Electric,Automatic,Black,4,1,0,1,2024-05-28,2022-04-10,2023-04-11
1553,0x6c5b90ce276db9556a231ff85597fffdbcfd75f7,0xe1c59a8daf9cd1048f8834892017067d72dc268a,Ferrari,488,2011,ZFF112455126241,CD11 SGG,supercar,56014,180000,TW9 5AJ,Richmond,low,2022-07-26,0x570e7247999eae2ef71c8b6e220fd493bc53817e234b06c975ae971131794523,2023-01-15,0xa662d39ca8f4f4b1998d1ba2e83f3e70a9d1141715d0fa079274618406d08bc0,QmSGgmpDgzwMUDPm3CV6VeKf1hGMW7veGp7Gahp6H7svWT,BlockDAG,ERC-721,86.5,11,comprehensive,True,True,True,96232,Hybrid,Manual,White,5,4,2,0,2024-11-14,2022-07-26,2023-01-15
1554,0xa9cebc935646a09c44771655dac80997f23027be,0x77b98d22551ae2a8db37b926ba2595e6e23e99bc,Porsche,Cayenne,2021,WP0210778510149,BC21 KIL,sports,39401,55000,SW3 7GC,Chelsea,high,2024-02-17,0x0751d78998652486104e3e36f15fc67ed0bb32b5211831fbee14216f154be905,2024-01-29,0x69269a5ca602a55d3c420a098a19e3543c4bd35fe55eaec5acbe96590824df77,QmZB9qwUtxaLR2w8H8LwkGjNVAa3tfF5oEUEEkw1ct3qZq,BlockDAG,ERC-721,75.9401,11,comprehensive,False,True,True,126133,Electric,Manual,Black,2,5,1,1,2024-01-05,2024-02-17,2024-01-29
1555,0xa9cebc93c0a6dd6ec064d2fdee45af5fcfa5e39b,0x94e38db1d98c6f15dbe4531249b1ff2fc02ebee4,Porsche,Cayman,2020,WP0206995322407,DE20 OUK,sports,23067,35000,SE1 5PG,Southwark,medium,2020-12-31,0x573d3f0dd6211f1799a24f2a589a8faf455ada611ad0b0506b445683a4a86038,2024-03-31,0xf3f8e307b57baa4aee88957c5f3b4425840377b84e373a0e84d0afb5a16b7560,QmVMtmcShvDf3aHCX8PDdgvDsLZMwR4zauPjiGS8boB4Je,BlockDAG,ERC-721,69.8067,5,standard,False,True,False,69479,Electric,Automatic,Grey,4,2,1,1,2023-10-03,2020-12-31,2024-03-31
1556,0x79351440c5b592ec55d77ec8059b33d3f2ee1bc9,0xf30c135efab4ad5329dc89971c234b8d205217f1,Lamborghini,Huracan,2023,WBA233037527389,EF23 PHQ,supercar,152352,180000,SW3 4YQ,Chelsea,high,2024-05-07,0x81bb14ec6e6c1c77f96759a66df2d2e541a3f53bfd75596ed8481a39216f6de8,2023-06-13,0x481a5210262ac69e9ae19f35d16a73ec79e2a24bcfdc8fe78dcdb3538320ec22,QmNppRWdCRxUxmpZ6VLnpZ3FHnTemg7erWWHFAuviYFW39,BlockDAG,ERC-721,90.5,55,comprehensive,True,True,True,20559,Petrol,Automatic,Blue,5,4,0,0,2024-05-21,2024-05-07,2023-06-13
1557,0x79351440def6bc5e4dbfb6a7820388b6b174fc89,0x93b2576d98855188be9266aaa025cd10128a0d0b,Lamborghini,Gallardo,2020,WBA205997186913,BC20 SWI,supercar,98862,150000,N1 5WF,Islington,medium,2022-04-15,0xae5a11e05586f470563393d7e0574332ae297027c8a0b4e66918a8841dadfc20,2024-11-04,0x223781145bfdf00cbe733a744a350cdbc3d9007a6410495a95a86690ce15ca7e,QmQMKnFpn4eXrzXbYYxtFFdU3fUTYz3S3Rs3Fp81fLMrxo,BlockDAG,ERC-721,87.0,28,comprehensive,True,True,False,17870,Diesel,Manual,White,2,4,0,1,2023-02-01,2022-04-15,2024-11-04
1558,0x53092a171572599d3a09634fc7fdb834ce1b2b4b,0x4a80aba3111357a2eb6354e3ec7a8a07f7d294d4,Toyota,Corolla,2020,WBA205542351924,BC20 ROR,standard,6590,10000,SW11 4IK,Wandsworth,low,2020-03-04,0x6f6da374eec2ce8da1bfe5f9e037f4af3e19bdc1c88cbe29e3380c9bfc02c113,2024-10-09,0x32660405d4153f2072914badd596d4238cadc024b71e2e7a5fade0b3fb473d68,QmJ8aNFtWPrn7ivrp6tvoXofs7Eu3fKR9TpYbV1Cj4Ek9Q,BlockDAG,ERC-721,38.159,0,standard,False,True,True,109036,Hybrid,Manual,Red,4,2,1,1,2023-11-27,2020-03-04,2024-10-09
1559,0xc57be7f5455513b350ec8407aa0a53715af487cb,0x9e41a670e4e29e9aa4e8d9c7a16c765042baba0b,Mercedes,G-Class,2005,WDD052910596200,AB05 UXE,luxury,15095,80000,N1 3EN,Islington,medium,2023-01-26,0xe7dee29064d38049763cbfc6d818999cb77a9a5ac9241242732d1b843f22cdd7,2024-11-06,0x9e8f59cde648900877b53693a25b8922c0bab43dc3a066fdc66b4131c7f23db6,QmFuvnqJaqq6AY7KzGgnR5rbVenZAVv8T28yd9bVTR5iwG,BlockDAG,ERC-721,79.5095,4,standard,False,True,False,119501,Hybrid,Automatic,White,3,2,0,1,2024-07-21,2023-01-26,2024-11-06
